setup_group,condition,algorithm,grid,seed,start_pos,sigma,gamma,alpha,alpha_min,alpha_decay,lr_schedule,visit_count_c,epsilon,epsilon_min,epsilon_decay,fixed_epsilon,ql_episodes,mc_episodes,max_episode_length,success_rate,mean_discounted_return,mean_undiscounted_return,mean_episode_length,mean_success_episode_length,policy_difference_from_optimal,training_time_s
learning_rate,high_fixed_alpha,q_learning,A1_grid,2,"1,12",0,0.99,0.5,0.01,0.9995,constant,50,0.7,0.05,0.99995,False,100000,100000,1500,1.0,-16.142301,-17.0,28.0,28.0,0.0,2.978
learning_rate,high_fixed_alpha,value_iteration,A1_grid,3,"1,12",0,0.99,0.5,0.01,0.9995,constant,50,0.7,0.05,0.99995,False,100000,100000,1500,1.0,-16.142301,-17.0,28.0,28.0,0.0,0.077
learning_rate,high_fixed_alpha,mc,A1_grid,3,"1,12",0,0.99,0.5,0.01,0.9995,constant,50,0.7,0.05,0.99995,False,100000,100000,1500,1.0,-17.81107,-19.0,30.0,30.0,0.230769,141.55
learning_rate,high_fixed_alpha,q_learning,A1_grid,3,"1,12",0,0.99,0.5,0.01,0.9995,constant,50,0.7,0.05,0.99995,False,100000,100000,1500,1.0,-16.142301,-17.0,28.0,28.0,0.0,3.371
learning_rate,high_fixed_alpha,value_iteration,A1_grid,4,"1,12",0,0.99,0.5,0.01,0.9995,constant,50,0.7,0.05,0.99995,False,100000,100000,1500,1.0,-16.142301,-17.0,28.0,28.0,0.0,0.076
learning_rate,high_fixed_alpha,mc,A1_grid,4,"1,12",0,0.99,0.5,0.01,0.9995,constant,50,0.7,0.05,0.99995,False,100000,100000,1500,1.0,-22.620754,-25.0,36.0,36.0,0.205128,136.381
learning_rate,high_fixed_alpha,q_learning,A1_grid,4,"1,12",0,0.99,0.5,0.01,0.9995,constant,50,0.7,0.05,0.99995,False,100000,100000,1500,1.0,-16.142301,-17.0,28.0,28.0,0.0,4.385
learning_rate,decaying_alpha,value_iteration,A1_grid,0,"1,12",0,0.99,0.5,0.01,0.9995,exponential,50,0.7,0.05,0.99995,False,100000,100000,1500,1.0,-16.142301,-17.0,28.0,28.0,0.0,0.076
learning_rate,decaying_alpha,mc,A1_grid,0,"1,12",0,0.99,0.5,0.01,0.9995,exponential,50,0.7,0.05,0.99995,False,100000,100000,1500,1.0,-17.81107,-19.0,30.0,30.0,0.076923,8.019
learning_rate,decaying_alpha,q_learning,A1_grid,0,"1,12",0,0.99,0.5,0.01,0.9995,exponential,50,0.7,0.05,0.99995,False,100000,100000,1500,1.0,-16.142301,-17.0,28.0,28.0,0.0,1.812
learning_rate,decaying_alpha,value_iteration,A1_grid,1,"1,12",0,0.99,0.5,0.01,0.9995,exponential,50,0.7,0.05,0.99995,False,100000,100000,1500,1.0,-16.142301,-17.0,28.0,28.0,0.0,0.076
learning_rate,decaying_alpha,mc,A1_grid,1,"1,12",0,0.99,0.5,0.01,0.9995,exponential,50,0.7,0.05,0.99995,False,100000,100000,1500,1.0,-17.81107,-19.0,30.0,30.0,0.051282,6.162
learning_rate,decaying_alpha,q_learning,A1_grid,1,"1,12",0,0.99,0.5,0.01,0.9995,exponential,50,0.7,0.05,0.99995,False,100000,100000,1500,1.0,-16.142301,-17.0,28.0,28.0,0.0,1.798
learning_rate,decaying_alpha,value_iteration,A1_grid,2,"1,12",0,0.99,0.5,0.01,0.9995,exponential,50,0.7,0.05,0.99995,False,100000,100000,1500,1.0,-16.142301,-17.0,28.0,28.0,0.0,0.076
learning_rate,decaying_alpha,mc,A1_grid,2,"1,12",0,0.99,0.5,0.01,0.9995,exponential,50,0.7,0.05,0.99995,False,100000,100000,1500,1.0,-19.446629,-21.0,32.0,32.0,0.059829,5.407
learning_rate,decaying_alpha,q_learning,A1_grid,2,"1,12",0,0.99,0.5,0.01,0.9995,exponential,50,0.7,0.05,0.99995,False,100000,100000,1500,1.0,-16.142301,-17.0,28.0,28.0,0.0,2.02
learning_rate,decaying_alpha,value_iteration,A1_grid,3,"1,12",0,0.99,0.5,0.01,0.9995,exponential,50,0.7,0.05,0.99995,False,100000,100000,1500,1.0,-16.142301,-17.0,28.0,28.0,0.0,0.077
learning_rate,decaying_alpha,mc,A1_grid,3,"1,12",0,0.99,0.5,0.01,0.9995,exponential,50,0.7,0.05,0.99995,False,100000,100000,1500,1.0,-17.81107,-19.0,30.0,30.0,0.059829,6.433
learning_rate,decaying_alpha,q_learning,A1_grid,3,"1,12",0,0.99,0.5,0.01,0.9995,exponential,50,0.7,0.05,0.99995,False,100000,100000,1500,1.0,-16.142301,-17.0,28.0,28.0,0.0,1.977
learning_rate,decaying_alpha,value_iteration,A1_grid,4,"1,12",0,0.99,0.5,0.01,0.9995,exponential,50,0.7,0.05,0.99995,False,100000,100000,1500,1.0,-16.142301,-17.0,28.0,28.0,0.0,0.075
learning_rate,decaying_alpha,mc,A1_grid,4,"1,12",0,0.99,0.5,0.01,0.9995,exponential,50,0.7,0.05,0.99995,False,100000,100000,1500,1.0,-17.81107,-19.0,30.0,30.0,0.094017,5.603
learning_rate,decaying_alpha,q_learning,A1_grid,4,"1,12",0,0.99,0.5,0.01,0.9995,exponential,50,0.7,0.05,0.99995,False,100000,100000,1500,1.0,-16.142301,-17.0,28.0,28.0,0.0,5.116
